Index,0 [0x0][0x0],1 [0x19][0x30],2 [0x5][0x8],3 [0x3][0x1c],4 [0x5][0xa],5 [0x3][0x1d],6 [0x4][0x1a],7 [0x5][0xc],8 [0x3][0x1e],9 [0x2][0x2c],10 [0x3][0x1f],11 [0x2][0x2d],12 [0x1a][0x30],13 [0x1b][0x30],14 [0x1c][0x30],15 [0x1d][0x30],16 [0x1e][0x30],17 [0x1f][0x30],18 [0x20][0x30],19 [0x19][0x31],20 [0x1a][0x31],21 [0x2][0x2e],22 [0x1b][0x31],23 [0x1c][0x31],24 [0x3][0x20],25 [0x3][0x21],26 [0x3][0x22],27 [0x1d][0x31],28 [0x3][0x23],29 [0x5][0xe],30 [0x3][0x24],31 [0x5][0x10],32 [0x5][0x12],33 [0x1e][0x31],34 [0x5][0x14],35 [0x5][0x16],36 [0x3][0x25],37 [0x2][0x2f],38 [0x3][0x26],39 [0x3][0x27],40 [0x5][0x18],41 [0x7][0x4],42 [0x3][0x28],43 [0x3][0x29],44 [0x1f][0x31],45 [0x20][0x31],46 [0x3][0x2a],47 [0x19][0x32],48 [0x1a][0x32],49 [0x1b][0x32],50 [0x1c][0x32],51 [0x1d][0x32],52 [0x1e][0x32],53 [0x1f][0x32],54 [0x20][0x32],55 [0x19][0x33],56 [0x3][0x2b],57 [0x1a][0x33],58 [0x1b][0x33]
850,"Appel du compagnon",false,405,5,83,0,85,1875,0,0,0,0,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,9,0,0,0,0,true,0,0,0,0,0,0,0,0,1,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
851,"",false,405,5,83,0,85,1875,0,0,0,0,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,9,0,0,0,0,true,10,0,0,0,0,0,0,0,1,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
852,"",false,405,5,83,0,85,1875,0,0,0,0,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,9,0,27,0,0,true,0,0,59,0,0,0,0,0,1,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
853,"",false,405,5,83,0,85,1875,0,0,0,3,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,true,0,0,0,0,0,0,0,0,1,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
854,"Méga Feu du néant",false,453,2,106,79,483,1905,0,-1,0,25,false,false,false,true,false,false,false,false,false,0,true,true,2,5,0,true,0,0,0,0,0,false,30,300,0,5,1,0,0,0,0,0,true,false,0,false,true,false,true,true,true,false,false,true,0,false,false
855,"Extra Feu du néant",false,452,2,106,79,479,1904,0,-1,0,25,false,false,false,false,false,false,true,false,false,0,true,false,2,5,0,true,0,0,0,0,0,false,30,150,0,5,1,0,0,0,0,0,true,false,1,false,false,false,true,true,true,false,false,true,0,false,false
856,"Méga Foudre du néant",false,459,2,106,83,484,1875,0,-1,0,25,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,false,40,200,0,5,5,0,0,0,0,0,true,false,0,false,true,false,true,true,true,false,false,true,0,false,false
857,"Bombardement",false,405,0,0,0,1447,1875,0,-1,0,3,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
858,"Double percée",false,316,3,0,0,353,1875,0,-1,0,3,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,false,0,25,58,2,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
859,"Pointes de glace",false,405,2,130,80,489,1875,0,-1,0,3,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,false,30,300,0,0,0,0,0,0,0,0,true,false,0,false,false,false,true,true,true,false,false,true,0,false,false
860,"Aspiration d'âme",false,405,3,132,109,1127,1875,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,5,8,0,true,0,0,0,0,0,false,40,250,0,5,7,0,0,0,0,0,false,false,1,false,false,false,true,true,true,false,false,true,0,false,false
861,"Poings ivres",false,405,3,0,0,1767,1875,0,-1,0,3,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,false,0,60,0,3,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
862,"Mini-détonation",false,405,3,0,0,1445,1875,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,2,3,0,true,2,0,0,0,0,false,0,0,0,5,1,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
863,"Gland apocalyptique",false,405,3,130,109,1207,1990,0,-1,0,25,false,false,false,false,false,false,true,false,false,0,true,true,2,6,0,true,0,0,0,0,0,false,30,60,0,0,0,0,0,0,0,0,false,false,1,false,false,false,true,true,true,false,false,true,0,false,false
864,"Fracassement flamboyant",false,405,3,130,109,1663,2341,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,2,5,0,true,0,0,0,0,0,false,20,60,0,3,7,0,0,0,0,0,false,false,1,false,false,false,true,true,true,false,false,true,0,false,false
865,"Étripeur",false,405,3,130,109,332,1875,0,-1,0,3,true,false,false,false,false,false,false,false,false,0,true,true,4,3,3,true,0,0,0,0,0,false,25,60,0,3,7,0,0,0,41,2,false,false,2,false,false,false,true,true,true,false,false,true,0,false,false
866,"Arrêt du cœur",false,405,3,130,109,347,1875,0,-1,0,3,true,false,false,false,false,false,false,false,false,0,true,true,4,3,3,true,0,0,0,0,0,false,25,60,0,2,7,0,0,0,47,2,false,false,2,false,false,false,true,true,true,false,false,true,0,false,false
867,"Appel du néant",false,405,2,106,93,189,1875,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,false,30,60,58,5,4,0,0,0,0,0,true,false,0,false,false,false,true,true,true,false,false,true,0,false,false
868,"Séduction",false,405,4,0,0,1227,1875,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,5,60,0,true,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0,1,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
869,"Brume glacée",false,405,3,130,109,1422,2088,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,5,8,0,true,0,0,0,0,0,false,35,0,0,0,0,0,0,0,0,0,false,false,1,false,false,false,true,true,true,false,false,true,0,false,false
870,"Attaque",false,405,1,0,0,-1,1875,0,-1,0,3,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,true,0,0,0,1,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
871,"Attaque",false,405,1,0,0,-1,1875,0,-1,0,3,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,true,0,0,0,2,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
872,"Attaque",false,405,1,0,0,-1,1875,0,-1,0,3,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,true,0,0,0,3,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
873,"Attaque",false,405,1,0,0,-2,1875,0,-1,0,25,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,true,0,0,0,2,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
874,"Attaque",false,405,1,0,0,-1,1875,0,-1,0,25,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,true,0,0,0,5,1,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
875,"Attaque",false,405,1,0,0,-1,1875,0,-1,0,25,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,true,0,0,0,5,2,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
876,"Attaque",false,405,1,0,0,-1,1875,0,-1,0,25,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,true,0,0,0,5,3,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
877,"Attaque",false,405,1,0,0,-1,1875,0,-1,0,25,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,true,0,0,0,5,4,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
878,"Attaque",false,405,1,0,0,-1,1875,0,-1,0,25,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,true,0,0,0,5,5,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
879,"Attaque",false,405,1,0,0,-1,1875,0,-1,0,25,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,true,0,0,0,5,6,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
880,"Attaque",false,405,1,0,0,-1,1875,0,-1,0,3,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,true,0,0,0,1,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
881,"Attaque",false,405,1,0,0,-1,1875,0,-1,0,3,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,true,0,0,0,2,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
882,"Attaque",false,405,1,0,0,-1,1875,0,-1,0,3,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,true,0,0,0,3,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
883,"Attaque",false,405,1,0,0,-1,1875,0,-1,0,25,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,true,0,0,0,2,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
884,"Attaque",false,405,1,0,0,-1,1875,0,-1,0,25,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,true,0,0,0,5,1,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
885,"Attaque",false,405,1,0,0,-1,1875,0,-1,0,25,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,true,0,0,0,5,2,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
886,"Attaque",false,405,1,0,0,-1,1875,0,-1,0,25,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,true,0,0,0,5,3,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
887,"Attaque",false,405,1,0,0,-1,1875,0,-1,0,25,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,true,0,0,0,5,4,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
888,"Attaque",false,405,1,0,0,-1,1875,0,-1,0,25,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,true,0,0,0,5,5,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
889,"Attaque",false,405,1,0,0,-1,1875,0,-1,0,25,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,true,0,0,0,5,6,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
890,"Attaque",false,405,1,0,0,-1,1875,0,-1,0,3,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,true,0,0,0,1,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
891,"Attaque",false,405,1,0,0,-1,1875,0,-1,0,3,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,true,0,0,0,2,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
892,"Attaque",false,405,1,0,0,-1,1875,0,-1,0,3,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,true,0,0,0,3,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
893,"Attaque",false,405,1,0,0,-1,1875,0,-1,0,25,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,true,0,0,0,2,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
894,"Attaque",false,405,1,0,0,-1,1875,0,-1,0,25,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,true,0,0,0,5,1,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
895,"Attaque",false,405,1,0,0,-1,1875,0,-1,0,25,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,true,0,0,0,5,2,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
896,"Attaque",false,405,1,0,0,-1,1875,0,-1,0,25,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,true,0,0,0,5,3,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
897,"Attaque",false,405,1,0,0,-1,1875,0,-1,0,25,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,true,0,0,0,5,4,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
898,"Attaque",false,405,1,0,0,-1,1875,0,-1,0,25,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,true,0,0,0,5,5,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
899,"Attaque",false,405,1,0,0,-1,1875,0,-1,0,25,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,true,0,0,0,5,6,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
900,"Tornade",false,405,2,98,81,2281,2350,0,-1,0,25,false,false,false,true,false,false,false,false,false,0,true,true,2,6,0,true,0,0,0,0,0,false,50,0,0,5,3,0,0,0,0,0,false,false,0,false,true,false,true,true,true,false,false,true,0,false,false
901,"Griffure",false,405,3,0,0,1486,1875,0,-1,0,3,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,false,0,60,0,1,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
902,"Pyrosouffle",false,405,3,130,109,1487,2106,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,3,6,0,true,0,0,0,0,0,false,10,60,0,6,1,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
903,"Brutalité",false,405,3,130,109,1695,1875,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,3,40,0,true,0,0,0,0,0,false,25,0,0,3,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
904,"Germe gifleur",false,405,3,0,0,1502,1875,0,-1,0,3,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,false,0,60,0,3,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
905,"Tourbillon de germes",false,405,3,130,109,1503,2117,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,5,3,0,true,0,0,0,0,0,false,25,60,0,3,7,0,0,0,0,0,false,false,1,false,false,false,true,true,true,false,false,true,0,false,false
906,"Stolon",false,405,3,0,0,1504,1875,0,-1,0,25,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,false,0,60,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
907,"Petite griffe",false,405,3,0,0,1505,1875,0,-1,0,3,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,false,0,60,0,1,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
908,"FF11クラブ：泡ブレス",false,405,3,0,0,1506,2118,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,3,6,0,true,0,0,0,0,0,false,25,60,0,0,0,0,0,0,0,0,false,false,3,false,false,false,true,true,true,false,false,true,0,false,false
909,"Tournevis",false,405,3,130,109,1507,2119,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,3,6,0,true,0,0,0,0,0,false,25,60,0,1,7,0,0,0,0,0,false,false,4,false,false,false,true,true,true,false,false,true,0,false,false
910,"Mur hydraulique",false,405,3,130,109,1508,1875,0,-1,0,3,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,false,25,60,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
911,"Orbe ténébreux",false,405,2,0,109,1509,1875,0,-1,0,25,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,false,0,60,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
912,"Condamnation",false,405,3,130,109,1510,2120,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,3,6,0,true,0,0,0,0,0,false,25,60,0,5,7,0,0,0,0,0,false,false,4,false,false,false,true,true,true,false,false,true,0,false,false
913,"Fouet douloureux",false,405,3,0,0,1513,1875,0,-1,0,3,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,false,0,60,0,3,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
914,"Conque de gaz",false,405,3,130,109,1514,2122,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,3,6,0,true,0,0,0,0,0,false,25,60,0,0,0,0,0,0,0,0,false,false,3,false,false,false,true,true,true,false,false,true,0,false,false
915,"Griffe d'ours",false,405,3,0,0,1515,1875,0,-1,0,3,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,false,0,60,0,3,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
916,"Filoplumage",false,405,3,130,109,1516,2123,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,5,6,0,false,0,0,0,0,0,false,25,60,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
917,"Bourrasque",false,405,3,130,109,1517,2124,0,-1,0,25,false,false,false,false,false,false,true,false,false,0,true,true,2,3,0,true,0,0,0,0,0,false,25,60,0,5,3,0,0,0,0,0,false,false,1,false,false,false,true,true,true,false,false,true,0,false,false
918,"Dard aiguisé",false,405,3,0,0,1518,1875,0,-1,0,3,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,false,0,60,0,2,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
919,"Dard final",false,405,3,130,109,1519,1875,0,-1,0,25,false,false,false,true,false,false,false,false,false,0,true,false,1,0,0,true,2,0,0,0,0,false,30,60,0,2,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
920,"Avancée explosive",false,405,3,0,0,1520,1875,0,-1,0,25,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,false,0,60,0,5,3,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
921,"Cisailles du vent",false,405,3,0,0,1521,1875,0,-1,0,25,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,false,0,60,0,5,3,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
922,"Mante de zéphyr",false,405,3,130,109,1522,1875,0,-1,0,3,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,false,25,60,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
923,"Looping",false,405,3,0,0,1523,1875,0,-1,0,3,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,false,0,60,0,2,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
924,"Appel paresseux",false,405,3,130,109,1524,2125,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,3,6,0,true,0,0,0,0,0,false,25,60,0,0,0,0,0,0,0,0,false,false,4,false,false,false,true,true,true,false,false,true,0,false,false
925,"FF12ミリアムガード：マップOBJ召喚武器投げ",false,405,4,0,0,1597,1875,0,-1,0,3,false,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
926,"FF12ミリアムガード：マップOBJ召喚4つ同時",false,405,4,0,0,1598,1875,0,-1,0,3,false,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
927,"Obscurité traîtresse",false,405,2,130,109,1599,2188,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,6,50,0,true,0,0,0,0,0,false,25,300,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
928,"Obscurité",false,405,2,106,109,2280,2349,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,3,6,0,true,0,0,0,0,0,false,25,100,0,5,7,0,0,0,0,0,false,false,5,false,false,false,true,true,true,false,false,true,0,false,false
929,"Ligne du sceptre",false,405,3,130,109,1601,2205,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,4,60,4,true,0,0,0,0,0,false,40,0,0,5,7,0,0,0,0,0,false,false,25,false,false,false,true,true,true,false,false,true,0,false,false
930,"Pouls du sceptre",false,405,3,130,109,1444,1875,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,6,60,0,true,0,0,0,0,0,false,100,0,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
931,"Fauche",false,405,3,130,109,1525,2126,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,3,6,0,true,0,0,0,0,0,false,0,60,0,6,7,0,0,0,0,0,false,false,5,false,false,false,true,true,true,false,false,true,0,false,false
932,"Triclip",false,405,3,130,109,1526,2127,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,4,3,4,true,0,0,0,0,0,false,25,60,0,1,7,0,0,0,0,0,false,false,2,false,false,false,true,true,true,false,false,true,0,false,false
933,"Rugissement effroyable",false,405,3,130,109,1527,2128,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,5,6,0,true,0,0,0,0,0,false,30,60,0,0,0,0,0,0,0,0,false,false,1,false,false,false,true,true,true,false,false,true,0,false,false
934,"Rayon mortel",false,405,3,132,109,1528,2129,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,5,50,0,true,0,0,0,0,0,false,15,300,0,0,0,0,0,0,0,0,false,false,1,false,false,false,true,true,true,false,false,true,0,false,false
935,"Baffe caudale",false,405,3,130,109,1531,2130,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,3,6,0,true,0,0,0,0,0,false,20,100,0,3,7,0,0,0,0,0,false,false,4,false,false,false,true,true,true,false,false,true,0,false,false
936,"Crocs destructeurs",false,405,3,0,0,1532,1875,0,-1,0,3,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,false,0,60,0,1,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
937,"Aplatissement",false,405,3,130,109,1533,2131,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,3,6,0,true,0,0,0,0,0,false,25,60,0,3,7,0,0,0,0,0,false,false,4,false,false,false,true,true,true,false,false,true,0,false,false
938,"Menace",false,405,4,0,0,1534,2132,0,-1,0,3,true,false,false,false,false,false,false,false,false,0,true,true,2,0,0,false,0,0,0,0,0,false,0,200,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
939,"Échine verticale",false,405,3,0,0,1535,1875,0,-1,0,3,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,false,0,60,0,1,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
940,"Faucille agenouillée",false,405,3,130,109,1536,2133,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,4,3,3,true,0,0,0,0,0,false,25,60,0,3,7,0,0,0,0,0,false,false,2,false,false,false,true,true,true,false,false,true,0,false,false
941,"Glaire moisie",false,405,3,130,109,1726,2182,0,-1,0,50,false,false,false,false,false,false,true,false,false,0,false,true,2,6,0,true,0,0,0,0,0,false,25,0,0,5,7,0,0,0,0,0,false,false,1,false,false,false,true,true,true,false,false,true,0,false,false
942,"Chagrin de goobbue",false,405,3,0,0,1727,2183,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,5,6,0,true,0,0,0,0,0,false,5,0,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
943,"Agitation amorphe",false,405,3,0,0,1728,2184,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,3,5,0,true,0,0,0,0,0,false,0,0,0,3,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
945,"Couteau aiguisé",false,405,3,130,109,1730,1875,0,-1,0,3,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,10,211,0,0,0,false,0,0,0,1,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
946,"Fléau de Nym",false,405,3,132,109,1731,2185,0,-1,0,50,false,false,false,false,false,false,true,false,false,0,true,true,2,5,0,true,0,0,0,0,0,false,25,200,0,5,7,0,0,0,0,0,false,false,1,false,false,false,true,true,true,false,false,true,0,false,false
947,"Rancune collective",false,405,3,130,109,1732,1875,0,-1,0,50,false,false,false,true,false,false,false,false,false,0,true,false,1,0,0,true,0,0,0,0,0,false,30,0,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
948,"Égorgement",false,405,3,0,0,1733,1875,0,-1,0,3,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,false,0,0,0,2,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
949,"Rancœur relâchée",false,405,0,132,109,1734,1875,0,-1,0,50,false,true,true,false,true,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,false,10,0,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
950,"Inhalation",false,405,3,130,109,1311,1875,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,3,20,0,true,0,0,0,0,0,false,25,0,0,5,7,0,0,0,0,0,false,false,4,false,false,false,true,true,true,false,false,true,0,false,false
951,"Œil sur moi",false,405,3,0,0,1740,2186,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,5,30,0,true,0,0,0,0,0,false,0,100,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
952,"アーリマン：仲間を呼ぶ",false,405,0,0,0,1741,1875,0,-1,0,3,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
953,"Pilier de céruleum",false,405,3,0,0,2319,2324,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,2,4,0,true,0,0,0,0,0,false,0,50,0,5,1,0,0,0,0,0,false,false,1,false,false,false,true,true,true,false,false,true,0,false,false
