Index,0 [0x0][0x0],1 [0x19][0x30],2 [0x5][0x8],3 [0x3][0x1c],4 [0x5][0xa],5 [0x3][0x1d],6 [0x4][0x1a],7 [0x5][0xc],8 [0x3][0x1e],9 [0x2][0x2c],10 [0x3][0x1f],11 [0x2][0x2d],12 [0x1a][0x30],13 [0x1b][0x30],14 [0x1c][0x30],15 [0x1d][0x30],16 [0x1e][0x30],17 [0x1f][0x30],18 [0x20][0x30],19 [0x19][0x31],20 [0x1a][0x31],21 [0x2][0x2e],22 [0x1b][0x31],23 [0x1c][0x31],24 [0x3][0x20],25 [0x3][0x21],26 [0x3][0x22],27 [0x1d][0x31],28 [0x3][0x23],29 [0x5][0xe],30 [0x3][0x24],31 [0x5][0x10],32 [0x5][0x12],33 [0x1e][0x31],34 [0x5][0x14],35 [0x5][0x16],36 [0x3][0x25],37 [0x2][0x2f],38 [0x3][0x26],39 [0x3][0x27],40 [0x5][0x18],41 [0x7][0x4],42 [0x3][0x28],43 [0x3][0x29],44 [0x1f][0x31],45 [0x20][0x31],46 [0x3][0x2a],47 [0x19][0x32],48 [0x1a][0x32],49 [0x1b][0x32],50 [0x1c][0x32],51 [0x1d][0x32],52 [0x1e][0x32],53 [0x1f][0x32],54 [0x20][0x32],55 [0x19][0x33],56 [0x3][0x2b],57 [0x1a][0x33],58 [0x1b][0x33]
1824,"Crimson Cyclone",false,405,3,132,109,1394,2062,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,true,4,38,12,true,0,0,0,0,0,false,30,0,0,5,1,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
1825,"Assault Cannon",false,405,3,130,109,1625,1630,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,true,4,45,2,true,0,0,0,0,0,false,25,40,0,5,7,0,0,0,0,0,false,false,25,false,false,false,true,true,true,false,false,true,0,false,false
1826,"Viscous Aetheroplasm",false,405,3,0,0,2516,1875,0,-1,0,40,false,false,false,true,false,false,false,false,false,0,false,false,1,0,0,true,0,0,0,0,0,false,0,0,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
1827,"透明：アルテマウェポン：アルテマ弾ターゲッティング",false,405,0,0,0,2413,1875,0,-1,0,100,false,false,false,true,false,false,false,false,false,0,false,false,1,0,0,true,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
1828,"Level 5 Petrify",false,405,2,130,109,1250,2018,0,-1,0,6,true,false,false,false,false,false,false,false,false,0,false,true,3,6,0,true,0,0,0,0,0,false,20,0,0,0,0,0,0,0,0,0,true,false,4,false,false,false,true,true,true,false,false,true,0,false,false
1829,"Void Fire II",false,452,2,106,79,479,1904,0,-1,0,100,false,false,false,false,false,false,true,false,false,0,false,false,2,5,0,true,0,0,0,0,0,false,30,140,0,5,1,0,0,0,0,0,true,false,1,false,false,false,true,true,true,false,false,true,0,false,false
1830,"Void Blizzard",false,405,2,106,80,474,1875,0,-1,0,25,false,false,false,true,false,false,false,false,false,0,false,false,1,0,0,true,0,0,0,0,0,false,25,140,0,5,2,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
1831,"Sweet Steel",false,405,3,0,0,1228,2087,0,-1,0,6,true,false,false,false,false,false,false,false,false,0,false,true,3,6,0,true,0,0,0,0,0,false,0,60,0,1,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
1832,"Detonator",false,405,3,130,109,1122,1954,0,-1,0,6,true,false,false,false,false,false,false,false,false,0,false,false,5,6,0,true,0,0,0,0,0,false,40,140,0,5,1,0,0,0,0,0,false,false,1,false,false,false,true,true,true,false,false,true,0,false,false
1833,"Dark Mist",false,405,2,130,109,1422,2088,0,-1,0,8,true,false,false,false,false,false,false,false,false,0,false,false,5,8,0,true,0,0,0,0,0,false,40,400,0,5,7,0,0,0,0,0,true,false,1,false,false,false,true,true,true,false,false,true,0,false,false
1834,"Cold Caress",false,405,3,0,0,1227,1875,0,-1,0,3,false,false,false,true,false,false,false,false,false,0,false,true,1,0,0,true,0,0,0,0,0,false,0,140,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
1835,"Earthbreak",false,405,3,0,0,1267,1875,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,5,6,0,true,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
1836,"Bravery",false,405,2,100,85,497,1875,0,-1,0,30,true,true,true,false,true,false,false,true,true,0,true,false,1,0,0,false,0,0,0,0,0,false,35,200,0,5,7,0,0,0,0,0,true,false,0,false,false,false,true,true,true,false,false,true,0,false,false
1837,"Earthquake",false,405,3,0,0,1268,2028,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,5,15,0,true,0,0,0,0,0,false,0,60,0,5,4,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
1838,"Bottomless Desert",false,405,2,0,0,1286,1839,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,6,65,0,true,0,0,0,0,0,false,0,20,0,5,4,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
1839,"Earthbreak",false,405,3,0,0,1267,1875,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,5,6,0,true,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
1840,"Sand Cyclone",false,405,2,130,109,1742,1875,0,-1,0,50,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,false,0,30,0,5,4,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
1841,"Grand Sword",false,405,3,0,0,1270,2029,0,-1,0,12,true,false,false,false,false,false,false,false,false,0,false,true,3,12,0,true,0,0,0,0,0,false,0,10,0,1,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
1842,"Void Thunder III",false,459,2,106,83,484,1875,0,-1,0,25,false,false,false,true,false,false,false,false,false,0,false,false,1,0,0,true,0,0,0,0,0,false,40,200,0,5,5,0,0,0,0,0,true,false,0,false,false,false,true,true,true,false,false,true,0,false,false
1843,"",false,405,8,83,0,85,1875,0,0,0,3,false,false,false,true,false,true,false,false,false,1,true,true,1,0,0,true,0,0,0,0,0,false,0,0,0,0,0,0,0,0,1,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
1844,"Tail Drive",false,405,3,132,109,1629,1857,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,true,3,8,0,true,0,0,0,0,0,false,25,200,0,3,7,0,0,0,0,0,false,false,4,false,false,false,true,true,true,false,false,true,0,false,false
1845,"Attractant",false,405,4,0,0,2810,1875,0,-1,0,40,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
1846,"Devour",false,405,4,0,0,2739,1875,0,-1,0,20,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
1847,"Dirty Sneeze",false,405,4,0,0,2811,1875,0,-1,0,40,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,false,0,200,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
1848,"Beatdown",false,405,3,130,109,1310,1875,0,-1,0,3,true,false,false,false,false,false,false,false,false,0,true,true,4,3,3,true,0,0,0,0,0,false,20,300,0,3,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
1849,"Spore Cloud",false,405,3,0,0,2812,2813,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,5,40,0,true,0,0,0,0,0,false,0,150,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
1850,"Spit",false,405,4,0,0,2738,1875,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,6,0,0,true,0,0,0,0,0,false,0,60,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
1851,"Spore Burst",false,405,3,130,109,2745,2746,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,5,40,0,true,0,0,0,0,0,false,30,150,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
1852,"Purulent Ooze",false,405,3,0,0,2747,2748,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,5,6,0,true,0,0,0,0,0,false,0,150,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
1853,"Attack",false,405,4,0,0,2692,1875,0,-1,0,50,false,false,false,true,false,false,false,false,false,0,false,false,1,0,0,true,0,0,0,0,0,false,0,0,0,5,6,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
1854,"Inhale",false,405,4,0,0,2737,1875,0,-1,0,40,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
1855,"Aqua Breath",false,405,3,0,0,2695,2696,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,5,10,0,true,0,0,0,0,0,false,0,0,0,5,6,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
1856,"Tail Whip",false,405,3,0,0,2697,2698,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,5,10,0,true,0,0,0,0,0,false,0,0,0,3,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
1857,"Scale Darts",false,405,4,0,0,2699,1875,0,-1,0,50,false,false,false,true,false,false,false,false,false,0,false,false,1,0,0,true,0,0,0,0,0,false,0,0,0,1,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
1858,"Waterspout",false,405,3,0,0,2700,1875,0,-1,0,50,true,false,false,false,false,false,false,false,false,0,false,false,1,0,0,false,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,false,false,0,false,false,false,false,false,false,false,false,true,0,false,false
1859,"Waterspout",false,405,3,0,0,2701,2702,0,-1,0,50,false,false,false,false,false,false,true,false,false,0,false,false,2,4,0,true,0,0,0,0,0,false,0,0,0,5,6,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
1860,"Body Slam",false,405,3,0,0,2705,2706,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,4,30,10,true,0,0,0,0,0,false,0,0,0,3,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
1861,"Spinning Dive",false,405,3,0,0,1222,2732,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,4,46,16,true,0,0,0,0,0,false,0,0,0,3,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
1862,"Stun Shot",false,405,4,0,0,2709,1875,0,-1,0,50,false,false,false,true,false,false,false,false,false,0,false,true,1,0,0,true,0,0,0,0,0,false,0,0,0,3,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
1863,"Bilgestorm",false,405,3,0,0,2710,2711,0,-1,0,8,true,false,false,false,false,false,false,false,false,0,false,true,3,8,0,true,0,0,0,0,0,false,0,60,0,1,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
1864,"Hydro Shot",false,405,4,130,109,2712,2713,0,-1,0,50,false,false,false,false,false,false,true,false,false,0,false,true,2,5,0,true,0,0,0,0,0,false,25,0,0,5,6,0,0,0,0,0,false,false,1,false,false,false,true,true,true,false,false,true,0,false,false
1865,"Dreadstorm",false,405,4,130,109,2714,2715,0,-1,0,50,false,false,false,false,false,false,true,false,false,0,false,true,2,6,0,true,0,0,0,0,0,false,30,0,0,5,7,0,0,0,0,0,false,false,1,false,false,false,true,true,true,false,false,true,0,false,false
1866,"Dreadwash",false,405,2,130,109,2716,2717,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,5,40,0,true,0,0,0,0,0,false,35,300,0,5,7,0,0,0,0,0,true,false,0,false,false,false,true,true,true,false,false,true,0,false,false
1867,"Tidal Roar",false,405,3,0,0,2718,2719,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,1,0,0,false,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,false,false,0,false,false,false,false,false,false,false,false,true,0,false,false
1868,"Tidal Roar",false,405,3,0,0,2720,2721,0,-1,0,50,true,false,false,false,false,false,false,false,false,0,false,false,5,60,0,true,0,0,0,0,0,false,0,0,0,5,6,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
1869,"Spinning Dive",false,405,3,0,0,2731,1875,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,4,46,16,true,0,0,0,0,0,false,0,0,0,3,7,0,0,0,0,0,false,false,0,false,false,false,false,false,false,false,false,true,0,false,false
1870,"Aether Draw",false,405,4,0,0,2722,1875,0,-1,0,50,false,true,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
1871,"Splash",false,405,4,0,0,3110,3111,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,5,50,0,true,2,0,0,0,0,false,0,0,0,5,6,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
1872,"Tidal Wave",false,405,4,0,0,2725,1875,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,5,60,0,true,0,0,0,0,0,false,0,0,0,5,6,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
1873,"Grand Fall",false,405,3,0,0,2728,2729,0,-1,0,100,false,false,false,false,false,false,true,false,false,0,false,true,2,8,0,true,0,0,0,0,0,false,30,0,0,5,6,0,0,0,0,0,false,false,44,false,false,false,false,true,true,false,false,true,0,false,false
1874,"Ruin",false,405,2,100,85,495,1875,0,-1,0,25,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,false,10,30,0,5,7,0,0,0,0,1,true,false,0,false,false,false,true,true,true,false,false,true,0,false,false
1875,"Darkness",false,405,2,106,109,2280,2349,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,3,6,0,true,0,0,0,0,0,false,10,100,0,5,7,0,0,0,0,0,true,false,0,false,false,false,true,true,true,false,false,true,0,false,false
1876,"Dread Tide",false,405,3,0,0,2736,1875,0,-1,0,50,true,false,false,false,false,false,false,false,false,0,false,false,1,0,0,false,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,false,false,0,false,false,false,false,false,false,false,false,true,0,false,false
1877,"Dread Tide",false,405,3,0,0,3053,3054,0,-1,0,50,false,false,false,false,false,false,true,false,false,0,false,false,2,2,0,true,0,0,0,0,0,false,0,0,0,5,6,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
1878,"Dread Tide",false,405,3,0,0,3055,3056,0,-1,0,50,false,false,false,false,false,false,true,false,false,0,false,false,2,3,0,true,0,0,0,0,0,false,0,0,0,5,6,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
1879,"Dread Tide",false,405,3,0,0,3057,3058,0,-1,0,50,false,false,false,false,false,false,true,false,false,0,false,false,2,4,0,true,0,0,0,0,0,false,0,0,0,5,6,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
1880,"Diabolic Curse",false,405,4,0,0,2963,2964,0,-1,0,50,true,false,false,false,false,false,false,false,false,0,false,false,6,60,0,true,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
1881,"Pavor Nocturnus",false,405,4,0,0,2977,2978,0,-1,0,50,false,false,false,true,false,false,false,false,false,0,true,true,2,10,0,true,0,0,0,0,0,false,0,30,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
1882,"Attack",false,405,1,0,0,2967,2968,0,-1,0,9,false,false,false,true,false,false,false,false,false,0,true,true,3,9,0,true,0,0,0,0,0,false,0,30,0,1,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
1883,"Camisado",false,405,3,0,0,2969,1875,0,-1,0,6,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,false,0,150,0,3,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
1884,"Nightmare",false,405,3,130,109,2970,2971,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,true,2,50,0,true,0,0,0,0,0,false,40,200,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
1885,"Scurvy",false,405,3,0,0,2890,1875,0,-1,0,6,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,false,0,50,0,1,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
1886,"Deathtrap",false,405,3,130,109,2891,2892,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,5,3,0,true,0,0,0,0,0,false,25,300,0,3,7,0,0,0,0,0,false,false,1,false,false,false,true,true,true,false,false,true,0,false,false
1887,"Unlock",false,405,3,0,0,2834,1875,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,5,5,0,true,2,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
1888,"透明：悪魔の扉：吸い込み",false,405,4,0,0,2882,2883,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,6,50,0,true,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
1889,"Diabolic Curse",false,405,4,0,0,2963,2964,0,-1,0,50,true,false,false,false,false,false,false,false,false,0,false,false,6,60,0,true,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
1890,"Graviball",false,405,3,132,109,2979,1875,0,-1,0,40,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,false,20,50,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
1891,"Critical Gravity",false,405,3,0,0,2965,2966,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,5,8,0,true,0,0,0,0,0,false,0,150,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
1892,"Noctoshield",false,405,4,0,0,2972,1875,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,false,0,30,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
1893,"Ruinous Omen",false,405,4,134,109,2749,2750,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,true,6,50,0,true,10,426,0,0,0,false,150,300,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
1894,"Ultimate Terror",false,405,3,130,109,2973,2974,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,2,20,0,true,0,0,0,0,0,false,40,400,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
1895,"Night Terror",false,405,4,130,109,2975,2976,0,-1,0,40,false,false,false,false,false,false,true,false,false,0,true,true,2,8,0,true,0,0,0,0,0,false,30,400,0,5,7,0,0,0,0,0,false,false,1,false,false,false,true,true,true,false,false,true,0,false,false
1896,"Scale Flakes",false,405,4,0,0,2814,2815,0,-1,0,10,true,false,false,false,false,false,false,false,false,0,false,true,3,10,0,true,0,0,0,0,0,false,0,0,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
1897,"Exuviation",false,405,4,0,0,2816,2817,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,5,6,0,false,0,0,0,0,0,false,0,150,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
1898,"Poison Dust",false,405,4,130,109,2818,2819,0,-1,0,10,true,false,false,false,false,false,false,false,false,0,false,true,3,10,0,true,0,0,0,0,0,false,25,300,0,5,7,0,0,0,0,0,false,false,5,false,false,false,true,true,true,false,false,true,0,false,false
1899,"Swoop",false,405,4,0,0,2832,2833,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,5,6,0,true,0,0,0,0,0,false,0,0,0,3,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
1900,"Stormwind",false,405,3,0,0,2827,2828,0,-1,0,12,false,false,false,true,false,false,false,false,false,0,true,true,3,12,0,true,0,0,0,0,0,false,0,150,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
1901,"Climb",false,405,4,0,0,2831,1875,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
1902,"Eerie Soundwave",false,405,3,130,109,2829,2830,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,5,50,0,true,0,0,0,0,0,false,35,300,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
1903,"Plague Swipe",false,405,3,130,109,2823,2824,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,false,3,12,0,true,0,0,0,0,0,false,30,600,0,5,7,0,0,0,0,0,false,false,4,false,false,false,true,true,true,false,false,true,0,false,false
1904,"Corrosive Gale",false,405,3,130,109,2825,2826,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,4,40,5,true,0,0,0,0,0,false,25,0,0,5,7,0,0,0,0,0,false,false,2,false,false,false,true,true,true,false,false,true,0,false,false
1905,"Erosion Darts",false,405,4,0,0,2820,1875,0,-1,0,50,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,false,0,10,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
1906,"Cannonball",false,405,4,0,0,2821,2822,0,-1,0,30,false,false,false,true,false,false,false,false,false,0,true,true,2,2,0,true,0,0,0,0,0,false,0,100,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
1907,"Deadly Thrust",false,405,3,130,0,1115,1875,0,-1,0,3,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,false,0,60,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
1908,"Claw",false,405,3,0,0,2740,2741,0,-1,0,6,false,false,false,true,false,false,false,false,false,0,true,true,3,6,0,true,0,0,0,0,0,false,0,30,0,1,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
1909,"Bad-mouth",false,405,4,130,109,2742,1875,0,-1,0,50,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,false,10,150,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
1910,"Kick and Scream",false,405,3,130,109,2743,2744,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,5,3,0,true,0,0,0,0,0,false,25,60,0,3,7,0,0,0,0,0,false,false,1,false,false,false,true,true,true,false,false,true,0,false,false
1911,"Venom",false,405,3,0,0,2886,2887,0,-1,0,10,false,false,false,true,false,false,false,false,false,0,true,true,3,10,0,true,0,0,0,0,0,false,0,300,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
1912,"Cursed Sphere",false,405,4,0,0,2888,2889,0,-1,0,30,false,false,false,true,false,false,false,false,false,0,true,true,2,3,0,true,0,0,0,0,0,false,0,100,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
1913,"Death Ray",false,405,3,0,0,2980,1875,0,-1,0,6,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,false,0,60,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
1914,"Hex Eye",false,405,3,130,109,2981,2982,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,5,3,0,true,0,0,0,0,0,false,25,60,0,5,7,0,0,0,0,0,false,false,1,false,false,false,true,true,true,false,false,true,0,false,false
1915,"Loom",false,405,4,0,0,2983,1875,0,-1,0,40,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,false,0,150,0,0,0,0,0,0,0,0,false,false,0,false,false,true,true,true,true,false,false,true,0,false,false
1916,"Paralyze III",false,405,2,130,109,2984,2985,0,-1,0,30,false,false,false,true,false,false,false,false,false,0,true,true,2,6,0,true,0,0,0,0,0,false,50,300,0,5,7,0,0,0,0,0,true,false,0,false,true,false,true,true,true,false,false,true,0,false,false
1917,"Briny Veil",false,405,4,0,0,2920,1875,0,-1,0,50,false,false,false,true,false,false,false,false,false,0,false,false,1,0,0,true,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
1918,"Career",false,405,3,0,0,3069,3072,0,-1,0,100,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,false,0,10,0,2,7,0,0,0,0,0,false,false,0,false,false,true,true,true,true,false,false,true,0,false,false
1919,"Glider Ram",false,405,3,0,0,3078,1875,0,-1,0,25,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,false,0,180,0,3,7,0,0,0,0,0,false,false,0,false,false,true,true,true,true,false,false,true,0,false,false
1920,"Goblin Rush",false,405,3,0,0,3074,1875,0,-1,0,6,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,false,0,10,0,1,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
1921,"Bomb Toss",false,405,3,130,109,3075,3080,0,-1,0,25,false,false,false,false,false,false,true,false,false,0,true,true,2,6,0,true,0,0,0,0,0,false,30,60,0,5,1,0,0,0,0,0,false,false,1,false,false,false,true,true,true,false,false,true,0,false,false
1922,"Sniper Shot",false,405,3,132,109,3076,1875,0,-1,0,25,false,false,false,true,false,false,false,false,false,0,true,false,1,0,0,true,0,0,0,0,0,false,13,120,0,2,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
1923,"Burst",false,405,3,0,0,3091,3092,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,4,50,3,true,0,0,0,0,0,false,25,10,0,5,1,0,0,0,0,0,false,false,2,false,false,false,false,false,true,false,false,true,0,false,false
1924,"Needle Burst",false,405,3,0,0,3070,3073,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,true,2,50,0,true,0,0,0,0,0,false,0,100,0,2,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false,false
1925,"",false,405,0,0,0,3071,1875,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,1,0,0,false,0,0,0,0,0,false,0,10,0,0,0,0,0,0,0,0,false,false,0,false,false,false,false,false,false,false,false,true,0,false,false
